Date/Time,Name,Message
"25/08/2022, 2:38 am",Dolly,Orayba neek
"25/08/2022, 2:38 am",Dolly,Magnon wa ta3lmha ana 3aref walahy😂😂
"25/08/2022, 2:39 am",Bobos,Oxembellah a3melha bas mo4kelty fel bayat we en omy nayma
"25/08/2022, 2:39 am",Dolly,Ana ahly kollohm ma3ya fi el beet heya dih el moshkel
"25/08/2022, 2:39 am",Bobos,Ana bgad ya ged3an kaman kam sana lma a3i4 lwa7dy ha3mel el 7agat deh ketir niik
"25/08/2022, 2:50 am",Bobos,Min hayenzel bokraaa ????
"25/08/2022, 2:51 am",Bobos,@201115138809 @201004614185 @201124570808 @201007315952
"25/08/2022, 2:51 am",Tee7a,location
"25/08/2022, 2:51 am",Tee7a,تنورني يا بوبتي😍
"25/08/2022, 2:51 am",Bobos,Ya farhoood bta3mel eh
"25/08/2022, 2:51 am",Bobos,Fe kafr el sheikh
"25/08/2022, 2:52 am",Tee7a,البحيرة يا عظمة
"25/08/2022, 2:58 am",Tom,Insha’allah in
"25/08/2022, 3:05 am",Yassin,In
"25/08/2022, 3:06 am",Bobos,7elw
"25/08/2022, 3:06 am",Yassin,https://stellar-figolla-3459d4.netlify.app/
"25/08/2022, 3:07 am",Yassin,@201200699739
"25/08/2022, 3:14 am",Yassin,<Media omitted>
"25/08/2022, 3:15 am",Bobos,Sa77❤️❤️
"25/08/2022, 3:15 am",Bobos,B2olak eh ya men3em
"25/08/2022, 3:15 am",Yassin,Eh ya o2o2s
"25/08/2022, 3:15 am",Bobos,3ayzin na3mel 7aga online keda te48elny 3an el overthinking we tsaleny zy keda el houseparty
"25/08/2022, 3:16 am",Yassin,Ta3ala nal3b t3
"25/08/2022, 3:16 am",Yassin,Arena
"25/08/2022, 3:16 am",Yassin,Aw naklam nas ghariba🤣
"25/08/2022, 3:16 am",Bobos,T3ala ba3mel update aho
"25/08/2022, 3:16 am",Yassin,T3ala na3ml account fake wa narazy fa ay bet na3ffha
"25/08/2022, 3:17 am",Bobos,We leh fake manrazy 3ady zy ma7na 😂
"25/08/2022, 3:17 am",Yassin,Ana msh harazy fa had bashkly🤣🤣🤣🤣🤣🤣🤣
"25/08/2022, 3:17 am",Bobos,Ana acounty ma3lo4 ay 7aga
"25/08/2022, 3:17 am",Yassin,Ana 3ayz arazy fa nil nish
"25/08/2022, 3:18 am",Bobos,Tab 3andak app tany ?
"25/08/2022, 3:18 am",Bobos,Same bas bdan bardo
"25/08/2022, 3:19 am",Yassin,Ta3ala ya3m n3ml acxount fake wa narkham 3liha wa n2olha anna n3rfha🤣🤣 wa nams7 al account wa hia ba2a damgha tadrB
"25/08/2022, 3:19 am",Yassin,Laa
"25/08/2022, 3:19 am",Bobos,Bahwa2a niik bas t3ala 🤣
"25/08/2022, 3:20 am",Yassin,A3ml anta al account al fake🤣🤣🤣🤣🤣
"25/08/2022, 3:20 am",Bobos,Enta et3raft 3al hendeya deh mnein 🤣
"25/08/2022, 3:20 am",Bobos,La 🤣
"25/08/2022, 3:20 am",Yassin,App abn weskha kefa
"25/08/2022, 3:21 am",Bobos,Mafi4 7aga zy house party keda ?
"25/08/2022, 3:21 am",Yassin,La😅
"25/08/2022, 3:21 am",Yassin,Ana 3ande account fake
"25/08/2022, 3:22 am",Shosho,<Media omitted>
"25/08/2022, 3:22 am",Shosho,<Media omitted>
"25/08/2022, 3:23 am",Shosho,يبنالغريبة
"25/08/2022, 3:24 am",Tee7a,ايه البيض ده
"25/08/2022, 3:24 am",Bobos,T3 nezlet @201115138809
"25/08/2022, 3:24 am",Bobos,Yala?
"25/08/2022, 3:25 am",Shosho,kont lesa batkalem maa wahed sahby aal howar da men sa3a
"25/08/2022, 3:25 am",Shosho,ketfom el ro3b
"25/08/2022, 3:25 am",Shosho,el soulmate bta3i yassin men3em😍😤🫶🏽🍇🖤❤️😋
"25/08/2022, 3:28 am",Yassin,🥰🥰🥰🥰🥰🥰✋🏼
"25/08/2022, 3:28 am",Yassin,Astna
"25/08/2022, 4:16 am",Bobos,https://www.facebook.com/Cha3beMriiiiiiide/photos/a.397250007021270/397684783644459/?type=3
"25/08/2022, 4:17 am",Bobos,<Media omitted>
"25/08/2022, 4:18 am",Yassin,😸
"25/08/2022, 4:22 am",Shosho,😂😂😂😂😂
"25/08/2022, 4:50 am",Dolly,<Media omitted>
"25/08/2022, 4:50 am",Dolly,عيل فاشل اصلا و شايل مادتين الترم ده خخخخ
"25/08/2022, 4:51 am",Dolly,امتحان كورس المعرص بيقولك مبغشش
"25/08/2022, 4:51 am",Dolly,مش جامعه مثلا
"25/08/2022, 4:51 am",Tom,كمان🤣
"25/08/2022, 4:52 am",Dolly,بكاسة نييك
"25/08/2022, 4:52 am",Tom,ولا احراج ولا حاجة
"25/08/2022, 4:52 am",Tom,قوله ايوا يا عم انا قصدي ليلة الامتحان مثلا لو عطلت ف حاجة او كدا
"25/08/2022, 4:53 am",Dolly,😁
"25/08/2022, 4:53 am",Bobos,Dah 3yep bedan niiik
"25/08/2022, 4:53 am",Yassin,<Media omitted>
"25/08/2022, 4:53 am",Dolly,اصل انا في الساحل ومش هذاكر لامتحان كورس احاااا يعني
"25/08/2022, 4:54 am",Dolly,بالظبط
"25/08/2022, 5:09 am",Yassin,يرجاله حصل مصيبه😆😆😆
"25/08/2022, 5:10 am",Yassin,انا و بوبوس بنتشرمط
"25/08/2022, 5:10 am",Yassin,و قولنا نبضن على نيل
"25/08/2022, 5:10 am",Yassin,من اكاونت فيك
"25/08/2022, 5:10 am",Yassin,مردتش علينا و اعدنا نبضن جامد بس كانت بتقرا
"25/08/2022, 5:10 am",Yassin,ف عملت بلوك
"25/08/2022, 5:10 am",Tom,كشفتكوا ؟
"25/08/2022, 5:10 am",Dolly,الفضول هيموتني اسرع
"25/08/2022, 5:11 am",Yassin,3amlt block and all future accounts
"25/08/2022, 5:11 am",Yassin,😆😆😆😆😆😆😆😆😆
"25/08/2022, 5:11 am",Yassin,Al fekra ba2a
"25/08/2022, 5:11 am",Bobos,Nil 3maletlo blockkkkk 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"25/08/2022, 5:11 am",Yassin,An fih update by3ml kaman lal existing accounts
"25/08/2022, 5:11 am",Bobos,El instgram 3eref en el account dah bta3o 🤣🤣
"25/08/2022, 5:12 am",Yassin,Fa nil 3amltli block
"25/08/2022, 5:12 am",Yassin,😆😆😆😆😆😆😆😆😆😆😆😆😆
"25/08/2022, 5:12 am",Dolly,مش فاهم
"25/08/2022, 5:12 am",Tom,Mn el fake account el betra2ebha mno aslan fel awel ?
"25/08/2022, 5:12 am",Bobos,<Media omitted>
"25/08/2022, 5:13 am",Yassin,🤣🤣🤣🤣🤣🤣🤣🤣🤣
"25/08/2022, 5:13 am",Yassin,Allah a3lam ba2a bayn 3ndha anha 3amlaly block wla laa
"25/08/2022, 5:13 am",Dolly,🤯🤯🤯🤯🤯🤯🤯🤯
"25/08/2022, 5:13 am",Tom,Ya3ny kashafetko🤣🤣🤣🤣🤣
"25/08/2022, 5:13 am",Yassin,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"25/08/2022, 5:13 am",Yassin,La
"25/08/2022, 5:13 am",Yassin,Law hia zakya ah
"25/08/2022, 5:13 am",Tom,Bs ezay instagram ye3raf ??
"25/08/2022, 5:13 am",Dolly,طب وازاي الانستا عرف حاجة غريبة
"25/08/2022, 5:13 am",Yassin,<Media omitted>
"25/08/2022, 5:13 am",Bobos,Nefsena na3raf bas 8aleban ip address
"25/08/2022, 5:14 am",Yassin,Ip address
"25/08/2022, 5:14 am",Dolly,احسن عشان مرضك ل نيل يخف🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"25/08/2022, 5:15 am",Bobos,Kashafeto*
"25/08/2022, 5:15 am",Yassin,يعم انت عبيط ما هي ممكن تعرف اني انا الكنت بكلمها
"25/08/2022, 5:15 am",Bobos,<Media omitted>
"25/08/2022, 5:15 am",Tom,Howa kan fate7 el acc mn 3ndo ?
"25/08/2022, 5:15 am",Dolly,ما تعرف عادي بقي مش فارقه
"25/08/2022, 5:15 am",Yassin,عليا و على اعداءئ
"25/08/2022, 5:15 am",Tom,Walla enta el kont fate7
"25/08/2022, 5:15 am",Bobos,E7na el etnein kona fat7in
"25/08/2022, 5:15 am",Bobos,Bas el account howa ely 3amlo
"25/08/2022, 5:15 am",Bobos,Sorry bro low et2fa4t han4elha sawa
"25/08/2022, 5:15 am",Tom,Ahhh tmam
"25/08/2022, 5:16 am",Dolly,😁
"25/08/2022, 5:16 am",Yassin,والله لو كلمتني هقولها
"25/08/2022, 5:16 am",Dolly,واطي يا مان
"25/08/2022, 5:16 am",Yassin,كنت مدي الاكاونت
"25/08/2022, 5:16 am",Yassin,ل سعد و احمد جمال
"25/08/2022, 5:16 am",Bobos,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"25/08/2022, 5:16 am",Yassin,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"25/08/2022, 5:16 am",Dolly,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"25/08/2022, 5:17 am",Dolly,طب احنا مالنا
"25/08/2022, 5:17 am",Yassin,كرامه اخوك
"25/08/2022, 5:17 am",Dolly,يا عم قولها سعد و جيمي في ستين داهية🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"25/08/2022, 5:18 am",Dolly,انا معرفهاش اصلا زي تيحا كدة
"25/08/2022, 5:18 am",Yassin,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"25/08/2022, 5:25 am",Yassin,<Media omitted>
"25/08/2022, 5:25 am",Bobos,Eh dah ???
"25/08/2022, 5:25 am",Bobos,Matetnak4 3leana
"25/08/2022, 5:25 am",Dolly,لا ده بيهء
"25/08/2022, 5:25 am",Yassin,<Media omitted>
"25/08/2022, 5:26 am",Dolly,<Media omitted>
"25/08/2022, 5:26 am",Bobos,<Media omitted>
"25/08/2022, 5:52 am",Bobos,Low shouman manzel4 yeb2a …..
"25/08/2022, 5:57 am",Yassin,Hnnzl fean asasn
"25/08/2022, 5:58 am",Yassin,Yarier mtb2ash ghalya 3shan ana broke this week
"25/08/2022, 6:07 am",Tom,Gamb metro 3shan msh 3ayz arga3 uber
"25/08/2022, 6:07 am",Tom,W mwaslat helwan el khamis btb2a zahma moot
"25/08/2022, 6:07 am",Tom,Da lw la2ait aslan
"25/08/2022, 6:13 am",Yassin,Mashy
"25/08/2022, 6:13 am",Yassin,Maadi y3ni
"25/08/2022, 9:32 am",rozblabann,🥺
"25/08/2022, 9:32 am",rozblabann,😂😂😂😂😂😂😂
"25/08/2022, 1:31 pm",Shosho,awii
"25/08/2022, 1:35 pm",Shosho,yassin olli eh akher haga
"25/08/2022, 1:36 pm",Shosho,et3amalak block ala ur account khalas!
"25/08/2022, 2:11 pm",rozblabann,"*Dear AASTians … HE Prof. Ismail Abdel Ghafaar, AAST President announced  today that the first day of classes for Fall 2022-2023 is October 1* and"
"25/08/2022, 2:12 pm",Shosho,he prof
"25/08/2022, 2:12 pm",Shosho,ketfom el prof
"25/08/2022, 2:37 pm",rozblabann,للمرة الاولى في التاريخ .. كليات الحاسبات والمعلومات تتصدر تنسيق المرحلة الثانية (علوم) متفوقة على طب بيطري وتمريض وعلوم ..ومن المتوقع ان تنافس كليات المرحلة الاولى بقوة الاعوام المقبله ..
"25/08/2022, 2:38 pm",Shosho,masha’allah
"25/08/2022, 2:38 pm",rozblabann,Ana el 3araft el nas el howar da
"25/08/2022, 2:38 pm",Shosho,rabbena yewafa2ak ya hamada😍😍😍
"25/08/2022, 2:38 pm",rozblabann,Ana el nashart el thakafa de🥰
"25/08/2022, 2:38 pm",rozblabann,Yarabb ya boda w yewafa2akk
"25/08/2022, 4:23 pm",Bobos,Me4 fahem
"25/08/2022, 4:23 pm",Shosho,+1
"25/08/2022, 4:28 pm",Bobos,Hato5rogo emta we fean @201004614185 @201115138809 @201124570808
"25/08/2022, 4:28 pm",Tom,Shoofo ento
"25/08/2022, 4:29 pm",Tom,Ana m3ako
"25/08/2022, 4:29 pm",Tom,Bs de bs aham haga
"25/08/2022, 4:32 pm",Bobos,<Media omitted>
"25/08/2022, 4:34 pm",Yassin,انا في حاجه بضان حصلت و مكونتش متوقعها
"25/08/2022, 4:34 pm",Yassin,و ابويا و امي مش موافقين انزل
"25/08/2022, 4:35 pm",Shosho,<Media omitted>
"25/08/2022, 4:35 pm",Yassin,عشان لسه مخفتش اوي و كلنا ولا بنشم ولا بندوق
"25/08/2022, 4:35 pm",Yassin,بس يلا يمرقوع خليك ف مطروح
"25/08/2022, 4:36 pm",Shosho,<Media omitted>
"25/08/2022, 4:36 pm",Dolly,😄😄😄
"25/08/2022, 4:36 pm",Yassin,ايه البيضحك
"25/08/2022, 4:36 pm",Yassin,انا امي تعبانه جدا
"25/08/2022, 4:37 pm",Shosho,alf salama aleha ya sino
"25/08/2022, 4:37 pm",Shosho,rabbena yeshfiha insha’Allah
"25/08/2022, 4:37 pm",Yassin,الله يسلمك يخويا
"25/08/2022, 4:37 pm",Dolly,الف سلامه لست الكل
"25/08/2022, 4:38 pm",Tom,الف سلامة عليها يا حبيب قلبي❤️
"25/08/2022, 4:39 pm",rozblabann,<Media omitted>
"25/08/2022, 4:39 pm",Yassin,الله يسلمكم❤️
"25/08/2022, 4:40 pm",Yassin,<Media omitted>
"25/08/2022, 4:40 pm",Yassin,يريت تنزلوا انتوا عشان محسش بتأنيب ضمير
"25/08/2022, 4:40 pm",Yassin,<Media omitted>
"25/08/2022, 4:56 pm",Shosho,😂😂😂😂
"25/08/2022, 4:57 pm",Yassin,😞
"25/08/2022, 4:57 pm",Yassin,اخر مره نزلت من البيت الخميس الفات
"25/08/2022, 4:59 pm",Shosho,eh yaani
"25/08/2022, 4:59 pm",Shosho,3adi
"25/08/2022, 5:00 pm",Yassin,<Media omitted>
"25/08/2022, 5:00 pm",Yassin,<Media omitted>
"25/08/2022, 5:00 pm",Bobos,Alf salama ya yassin
"25/08/2022, 5:00 pm",Yassin,الله يسلمك يخوي❤️🫡
"25/08/2022, 5:00 pm",Bobos,<Media omitted>
"25/08/2022, 5:00 pm",Yassin,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"25/08/2022, 5:01 pm",Bobos,@201124570808 @201004614185 mate5laso t2olo hatetnayelo 3an 3enko ta3melo eh
"25/08/2022, 5:01 pm",Bobos,Wel a5 ely byet4arat 3leana el maadi el mafrod howa ely y2ol na3mel eh
"25/08/2022, 5:02 pm",Shosho,<Media omitted>
"25/08/2022, 5:03 pm",Shosho,HAHAHHAHAHA
"25/08/2022, 5:03 pm",Shosho,عندك حق
"25/08/2022, 5:03 pm",Yassin,<Media omitted>
"25/08/2022, 5:03 pm",Yassin,<Media omitted>
"25/08/2022, 5:05 pm",Tom,<Media omitted>
"25/08/2022, 5:06 pm",Shosho,انت بتتكلم كدة ليه يلا
"25/08/2022, 5:06 pm",Tom,<Media omitted>
"25/08/2022, 5:06 pm",Shosho,متقول عايز تروح فين و الساعة كام
"25/08/2022, 5:06 pm",Bobos,<Media omitted>
"25/08/2022, 5:06 pm",Shosho,القرار في ليدك
"25/08/2022, 5:06 pm",Tom,وانت مال اهلك
"25/08/2022, 5:06 pm",Shosho,خخخخخخخ
"25/08/2022, 5:06 pm",Shosho,ساحل مين ياض
"25/08/2022, 5:06 pm",Shosho,انا في مطروح متهبلش في مخك
"25/08/2022, 5:07 pm",Shosho,😔
"25/08/2022, 5:07 pm",Tom,<Media omitted>
"25/08/2022, 5:07 pm",Shosho,<Media omitted>
"25/08/2022, 5:07 pm",Tom,يبني متعملش ريكوووورد
"25/08/2022, 5:07 pm",Tom,اسكت
"25/08/2022, 5:07 pm",Shosho,اي كلام
"25/08/2022, 5:07 pm",Bobos,<Media omitted>
"25/08/2022, 5:08 pm",Shosho,القائد😍
"25/08/2022, 5:08 pm",Bobos,5las yasta ana hazabat omha thalam danto 5esya koloko
"25/08/2022, 5:09 pm",Tom,يبني احنا كدا بنريحك
"25/08/2022, 5:09 pm",Tom,اللي هو اي مكان هتقول عليه احنا تمام
"25/08/2022, 5:09 pm",Shosho,انا العايز ارتاح🥺
"25/08/2022, 5:09 pm",Shosho,عايز اعمل واحد
"25/08/2022, 5:09 pm",Shosho,<Media omitted>
"25/08/2022, 5:10 pm",Bobos,Ay mkan dah ely howa = gamb el metro
"25/08/2022, 5:10 pm",Shosho,مين ال٧
"25/08/2022, 5:10 pm",Tom,مين ال ٧
"25/08/2022, 5:10 pm",Shosho,مش انتو ٤
"25/08/2022, 5:10 pm",Shosho,خخخخ ولا
"25/08/2022, 5:10 pm",Tom,ما انت قولتلي انا و انت و شومان
"25/08/2022, 5:10 pm",Shosho,متقلدنيش
"25/08/2022, 5:10 pm",Tom,مقدرش🥹❤️
"25/08/2022, 5:10 pm",Shosho,<Media omitted>
"25/08/2022, 5:10 pm",Shosho,<Media omitted>
"25/08/2022, 5:14 pm",Bobos,5 beya we hena 3 beya neb2a 7
"25/08/2022, 5:14 pm",Bobos,Hanro7 el sa3a 7 share3 9 el maadi we me4 3ayez kalam tany
"25/08/2022, 5:14 pm",Bobos,@201004614185 @201124570808
"25/08/2022, 5:14 pm",Bobos,@201124570808 2ol l khwaga
"25/08/2022, 5:17 pm",Tom,تمام
"25/08/2022, 5:21 pm",Bobos,<Media omitted>
"25/08/2022, 5:21 pm",Bobos,.
"25/08/2022, 5:22 pm",Bobos,.
"25/08/2022, 5:22 pm",Bobos,.
"25/08/2022, 5:22 pm",Bobos,<Media omitted>
"25/08/2022, 5:22 pm",Yassin,اضررررب
"25/08/2022, 5:23 pm",Tom,في نزلة تانية مخصوص عشانك
"25/08/2022, 5:23 pm",Tom,@201124570808
"25/08/2022, 5:23 pm",Bobos,Ya gda3 matba3tar4 5rogatak keda enta htenzelo ma5sos ya3ny
"25/08/2022, 5:23 pm",Yassin,انتتتتت عايز تتعض فطيزك
"25/08/2022, 5:23 pm",Yassin,ان شاء الله يخويا
"25/08/2022, 5:24 pm",Yassin,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"25/08/2022, 5:26 pm",Yassin,😆😆😆😆 شومان صعب نيييييك عال whatsapp
"25/08/2022, 5:33 pm",Yassin,<Media omitted>
"25/08/2022, 5:33 pm",Yassin,اللهم اجعلنا من اهل الجنه
"25/08/2022, 5:34 pm",Tom,حاضر
"25/08/2022, 5:50 pm",Yassin,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
"25/08/2022, 6:02 pm",Tom,❤️❤️❤️❤️❤️
"25/08/2022, 6:04 pm",rozblabann,Tab ehda bass
"25/08/2022, 6:04 pm",rozblabann,Ha2ak
"25/08/2022, 6:05 pm",Bobos,Kont mar3ob men el gomla deh
"25/08/2022, 6:05 pm",rozblabann,Ana in ay haga bas ala 9 keda
"25/08/2022, 6:05 pm",Bobos,Mabet2lo4 men badry leh ya3ny nefsy a3raf
"25/08/2022, 6:05 pm",rozblabann,Araaf wallahy
"25/08/2022, 6:05 pm",rozblabann,Haga zebala Oxembellah
"25/08/2022, 6:06 pm",rozblabann,Mafeesh rad wallahy
"25/08/2022, 6:07 pm",Bobos,Ana 7arfeyan farkesht ma3 shaza ba3d ma2alet el rad dah bel mely 🤣
"25/08/2022, 6:09 pm",rozblabann,Laa I mean eny ghaltann
"25/08/2022, 6:09 pm",rozblabann,Mafresh rad mokne3 aaolo
"25/08/2022, 6:09 pm",Bobos,Bas ya3am maheya kan asdha keda
"25/08/2022, 6:09 pm",rozblabann,Howa ya abatal el harakat de ya malomkoosh enoko btez3alo meny
"25/08/2022, 6:10 pm",rozblabann,Ana maly beha?
"25/08/2022, 6:10 pm",rozblabann,Ana bakallemak enta ka akhoya
"25/08/2022, 6:10 pm",rozblabann,Matgebleesh seret had tany
"25/08/2022, 6:10 pm",Bobos,<Media omitted>
"25/08/2022, 6:11 pm",rozblabann,Wenta samara🥰🥺🤏🏻
"25/08/2022, 6:14 pm",Bobos,<Media omitted>
"25/08/2022, 8:19 pm",rozblabann,<Media omitted>
"25/08/2022, 9:18 pm",Bobos,<Media omitted>
"25/08/2022, 9:18 pm",Yassin,😂😂😂❤️❤️❤️❤️❤️
"25/08/2022, 9:18 pm",Shosho,يااه كمامة
"25/08/2022, 10:38 pm",Yassin,<Media omitted>
"25/08/2022, 10:39 pm",Shosho,<Media omitted>
"26/08/2022, 12:11 am",Bobos,<Media omitted>
"26/08/2022, 12:13 am",Yassin,😂😂😂❤️❤️❤️❤️ true
"26/08/2022, 12:13 am",Yassin,Wadih ba2a yarkb metro 3shan at2khar 3al baiet😅
"26/08/2022, 12:19 am",Shosho,true
"26/08/2022, 12:32 am",Dolly,نزل علي اقل يا كوكو
"26/08/2022, 12:34 am",Yassin,Aywa wanta mal ahlk
"26/08/2022, 12:34 am",Dolly,طب متشمتش يا معرص
"26/08/2022, 12:34 am",Yassin,Howa ana manzltsh 3shan msh 3ayz wla 3shan 3ayan
"26/08/2022, 12:34 am",Yassin,Bas yala ya khawal
"26/08/2022, 12:34 am",Dolly,😁😁😁😁😁
"26/08/2022, 12:35 am",Dolly,اشرب كركدية وروق اعصابك
"26/08/2022, 12:35 am",Dolly,😜
"26/08/2022, 12:35 am",Yassin,Ghor yal3annk wad bedan
"26/08/2022, 12:35 am",Dolly,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"26/08/2022, 12:44 am",Yassin,😆😆😆😆😆😆
"26/08/2022, 12:44 am",Yassin,Close friends ig
"26/08/2022, 12:47 am",Yassin,<Media omitted>
"26/08/2022, 2:15 am",Tom,ركبت الساعة ١٢ و نص الا خمسة
"26/08/2022, 2:15 am",Tom,مفيش جواكت
"26/08/2022, 2:23 am",Yassin,اضرب
"26/08/2022, 2:40 am",Shosho,<Media omitted>
"26/08/2022, 2:40 am",Shosho,howa ay nefakk w khalas
"26/08/2022, 2:40 am",Yassin,😂😂😂😂😂😂😂😂😂
"26/08/2022, 2:40 am",Shosho,allak fam wenta betshofna kol sana mara
"26/08/2022, 2:40 am",Tee7a,بيضة هانم
"26/08/2022, 2:41 am",Yassin,Ya3m dah howa wa ashraf wara ba3d fal fasl dayman
"26/08/2022, 2:41 am",Shosho,<Media omitted>
"26/08/2022, 2:41 am",Shosho,<Media omitted>
"26/08/2022, 2:41 am",Yassin,الملك سلمان
"26/08/2022, 2:41 am",Shosho,<Media omitted>
"26/08/2022, 2:42 am",Yassin,😜
"26/08/2022, 2:42 am",Shosho,<Media omitted>
"26/08/2022, 3:11 am",Bobos,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"26/08/2022, 3:11 am",Bobos,متخنك
"26/08/2022, 3:15 am",Tom,@201020316254 مش قولتلك🤣🤣🤣🤣🤣
"26/08/2022, 3:15 am",Bobos,Bsra7a 7asal 🤣
"26/08/2022, 3:16 am",Tom,عليا ولا عليه
"26/08/2022, 3:16 am",Bobos,3la enak 2oltely we howa 5esy bardo
"26/08/2022, 3:16 am",Tom,تخين
"26/08/2022, 3:16 am",Tom,مش هيتغير دا
"26/08/2022, 3:19 am",Dolly,عز ياسر عنده خروجه
"26/08/2022, 3:42 am",Tom,في الجون دي
"26/08/2022, 5:11 am",Yassin,<Media omitted>
"26/08/2022, 5:11 am",Yassin,<Media omitted>
"26/08/2022, 5:11 am",Yassin,ايام البراءه
"26/08/2022, 5:11 am",Dolly,طول عمرك محترم يا سيكا
"26/08/2022, 5:12 am",Yassin,حبيبي يا خلوق
"26/08/2022, 5:12 am",Yassin,بعضا من عندكم
"26/08/2022, 5:12 am",Dolly,مش من قلبك بس ماشي😁
"26/08/2022, 5:12 am",Yassin,يعم انا كنت بضحك معاك😜😅
"26/08/2022, 5:14 am",Dolly,<Media omitted>
"26/08/2022, 5:14 am",Dolly,وحشني روف
"26/08/2022, 5:19 am",Yassin,Plus 1
"26/08/2022, 5:19 am",Yassin,<Media omitted>
"26/08/2022, 5:40 am",Shosho,😂😂😂😂😂😂😂😂😂
"26/08/2022, 5:40 am",Shosho,<Media omitted>
"26/08/2022, 5:40 am",Shosho,a7la haga amaltaha f hayaty
"26/08/2022, 5:41 am",Dolly,انت فين يلا
"26/08/2022, 5:41 am",Yassin,متعملش فيها الشب الجامد الفي الساحل العايز يروح حفلات
"26/08/2022, 5:41 am",Dolly,🤣🤣🤣🤣🤣🤣🤣🤣
"26/08/2022, 5:42 am",Dolly,يا عم انا غلبان انا بيني و بين العجمي ٣٠ كيلو🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"26/08/2022, 5:42 am",Yassin,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 انت مش قولت هايسيندا
"26/08/2022, 5:42 am",Dolly,هو انت صدقت🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"26/08/2022, 5:42 am",Dolly,<Media omitted>
"26/08/2022, 5:43 am",Yassin,😂😂😂😂😂 aywa manta hT2ol keda leh kedb
"26/08/2022, 5:43 am",Yassin,Yabnel na2sin😜😅😅😅😅
"26/08/2022, 5:43 am",Dolly,ببضن علي شعيب
"26/08/2022, 5:43 am",Yassin,😜😜😜
"26/08/2022, 5:43 am",Yassin,Anto tro7o marasii yabasha
"26/08/2022, 5:44 am",Dolly,جدعان احنا مأجرين فيلا علي بسين احنا و عليتنا كلنا أقسم بالله احلي فيلا ممكن اشوفها في حياتي ربنا يبارك فيها لصاحبها
"26/08/2022, 5:45 am",Dolly,الجنينة علي بسين بالظبط مفيش مسافة او مساحة بين الجنينة علي بسين
"26/08/2022, 5:45 am",Dolly,لو حد بيفكر يطلع مع اهله هبقي اديكم رقم الصاحب المكان
"26/08/2022, 5:46 am",Dolly,هتعجبكم نييك
"26/08/2022, 5:46 am",Dolly,الشط نضيف بس البحر هو المش حلو عشان ورا
"26/08/2022, 5:47 am",Yassin,<Media omitted>
"26/08/2022, 5:47 am",Yassin,<Media omitted>
"26/08/2022, 5:48 am",Yassin,ربنا يسعدكم
"26/08/2022, 5:59 am",Shosho,🤣😂😂😂😂😂😂🤣🤣🤣🤣🤣
"26/08/2022, 5:26 pm",Yassin,Helmt ba nil helm tawilllll😂😂😂
"26/08/2022, 5:46 pm",Shosho,<Media omitted>
"26/08/2022, 5:46 pm",Shosho,<Media omitted>
"26/08/2022, 5:46 pm",Shosho,<Media omitted>
"26/08/2022, 5:46 pm",Shosho,<Media omitted>
"26/08/2022, 5:46 pm",Shosho,<Media omitted>
